gene	log2FC	pval	padj
CTSE	-1.6166506370439018	8.538160985800637e-10	5.13456268558522e-06
REEP3	-0.2741747617002972	6.152895261723521e-10	5.13456268558522e-06
FEZF1-AS1	-0.624021854682788	5.824442260728358e-10	5.13456268558522e-06
TTC9	-0.3143329906557347	8.08592128928977e-10	5.13456268558522e-06
KLK11	-0.5340720832986282	1.809643404564958e-10	5.13456268558522e-06
LRRC8E	-0.19891400810995952	9.51784976319554e-10	5.13456268558522e-06
FAM25A	-0.40176447880354876	1.2471541547558715e-09	5.76684081159115e-06
XKR9	-0.3010037529506352	2.129634485820888e-09	6.2665462760955e-06
S100P	-1.2422793521232398	2.0193388299560165e-09	6.2665462760955e-06
PSCA	-0.6649148105177298	1.914615780440766e-09	6.2665462760955e-06
SRD5A3	-0.3475682974852743	1.8151912186142817e-09	6.2665462760955e-06
PRSS35	-0.2882374278336134	2.775295254751139e-09	7.284294479989379e-06
ZNF200	-0.12461587310826672	2.925600229852383e-09	7.284294479989379e-06
SERPINB8	-0.2840155307116701	4.223463442931137e-09	8.54406654504969e-06
SERPINB5	-1.095400460721477	4.223463442931137e-09	8.54406654504969e-06
STX18	-0.1757810926223491	4.008525281256658e-09	8.54406654504969e-06
HTR1D	-0.5143196733798553	5.477904357867617e-09	9.336723541368431e-06
MYEOV	-0.5137718770602635	5.7691074773655655e-09	9.336723541368431e-06
MSLN	-0.41333839928414196	5.477904357867617e-09	9.336723541368431e-06
RNF39	-0.19091177060885933	5.7691074773655655e-09	9.336723541368431e-06
NXF3	-0.4578617460057526	6.3973786830791166e-09	9.860493010185946e-06
TRNP1	-0.3335198239136328	7.859758758880104e-09	1.0875622963146578e-05
GTF2E2	-0.15251481420262603	8.063981435847686e-09	1.0875622963146578e-05
SULT1C2	-1.4610496449422807	7.466290512000527e-09	1.0875622963146578e-05
SDR16C5	-0.6720291220860397	8.7080914044335e-09	1.1274540103148142e-05
TACSTD2	-0.32930022945997617	9.164998828029006e-09	1.1409718540986265e-05
OTX1	-0.37405719010061556	1.014977467947058e-08	1.216770025278162e-05
CXCL16	-0.3612100721646381	1.1237090891483305e-08	1.29900770705547e-05
SYTL5	-0.4343938525446518	1.3083170248474106e-08	1.4010361831899008e-05
AQP5-AS1	-0.3766566850116641	1.2756246488557074e-08	1.4010361831899008e-05
CCR5AS	-0.133328359081474	1.341822839807431e-08	1.4010361831899008e-05
TRIM29	-0.7830555917372817	1.4474191861043612e-08	1.4640645067445615e-05
GJB5	-0.5665699963957402	1.6833687764790283e-08	1.5567794444878052e-05
BAIAP2L1	-0.4075615717288503	1.6008447810607275e-08	1.5567794444878052e-05
KLHL30	-0.339447737600423	1.641603223871081e-08	1.5567794444878052e-05
REG4	-1.5536373373307644	1.7700181068818093e-08	1.591442946765289e-05
PDZK1IP1	-0.6814411255033188	1.8609921944108568e-08	1.6280160905051517e-05
ARFGAP3	-0.5314473317382398	2.1619990904490323e-08	1.7494896639913568e-05
MUC5AC	-1.7484612838077385	2.0567591978993164e-08	1.7494896639913568e-05
GJC2	-0.2063646340122096	2.1619990904490323e-08	1.7494896639913568e-05
GRHL3	-0.2359824206119735	2.4484850284238597e-08	1.932989351220085e-05
ANXA3	-0.5326821244817954	2.510048728759216e-08	1.9344108869637694e-05
SLC17A5	-0.4276314246922197	2.6377149790877587e-08	1.9403990555252857e-05
NT5E	-0.5394515294345055	2.6377149790877587e-08	1.9403990555252857e-05
MLN	-0.37042617039054593	3.05967663504214e-08	2.1529481157183473e-05
GJB4	-0.4842347733055569	3.05967663504214e-08	2.1529481157183473e-05
TBC1D8	-0.28826544653004094	3.13609477511366e-08	2.1597684187421054e-05
TFF2	-0.683317284706527	3.214363106121933e-08	2.16755218789489e-05
CD59	-0.4667660917070191	3.2945249255752445e-08	2.1762690365514185e-05
TRIM16	-0.2965186187066806	3.5468190541118764e-08	2.2077584450671774e-05
ME1	-0.5722985369596039	3.5468190541118764e-08	2.2077584450671774e-05
TNFSF15	-0.5190726984407037	3.5468190541118764e-08	2.2077584450671774e-05
KCTD14	-0.22809076197750744	3.7253212635557816e-08	2.2751169558259156e-05
IL1RN	-0.41855298032671584	4.1088325142519294e-08	2.4180852876601173e-05
GJB3	-0.4372320741356528	4.1088325142519294e-08	2.4180852876601173e-05
FHL2	-0.347487189217329	4.7567881829365803e-08	2.7397631373803027e-05
PRSS22	-0.5828130515540346	4.994007201725094e-08	2.7397631373803027e-05
STX7	-0.2870221236129966	4.994007201725094e-08	2.7397631373803027e-05
RN7SKP54	-0.5377566492173463	4.994007201725094e-08	2.7397631373803027e-05
IRAK2	-0.2609564717585635	5.503325769661755e-08	2.968860808540195e-05
TM4SF1	-0.7354809876922381	6.062825964232104e-08	3.066274231410387e-05
KDELR3	-0.4635462583966019	5.917993172710862e-08	3.066274231410387e-05
CHAC1	-0.23158257254745263	6.062825964232104e-08	3.066274231410387e-05
RTN4R	-0.1679499044631938	6.062825964232104e-08	3.066274231410387e-05
YIPF5	-0.25482284773879726	6.211090525003464e-08	3.0929319709740325e-05
DHRS9	-0.530918435742298	6.362865333091446e-08	3.120503410628847e-05
BACE2	-0.6141772321535628	6.677268266007636e-08	3.132316220784568e-05
SLC48A1	-0.10627810188688835	6.518230591811539e-08	3.132316220784568e-05
DUOXA2	-0.9211793595532372	6.677268266007636e-08	3.132316220784568e-05
RARG	-0.12127977967184855	7.006697750612468e-08	3.1498998998864496e-05
TMC7	-0.24414343831798235	7.006697750612468e-08	3.1498998998864496e-05
CCNG2	-0.5130771398175384	7.006697750612468e-08	3.1498998998864496e-05
ONECUT2	-0.26871014875625	7.351846160980823e-08	3.2157372505219904e-05
CYP3A5	-0.5059177646273452	7.351846160980823e-08	3.2157372505219904e-05
PNMA1	-0.26320910585263513	8.092223703683778e-08	3.274113710510456e-05
CD82	-0.5228178955039815	7.713436501991117e-08	3.274113710510456e-05
TMEM106B	-0.28401335743645917	8.092223703683778e-08	3.274113710510456e-05
GPRC5A	-0.8405796384031694	8.092223703683778e-08	3.274113710510456e-05
SNX9	-0.36254865175101614	7.713436501991117e-08	3.274113710510456e-05
RASA4B	-0.2592107979645477	7.900632028599798e-08	3.274113710510456e-05
C1orf116	-0.43253729624793946	8.488995967505941e-08	3.392244709583115e-05
GATA4	-0.3886657112390759	8.904576166396972e-08	3.472570136794424e-05
SLC9D1	-0.38277424170116015	8.904576166396972e-08	3.472570136794424e-05
HYAL1	-0.26970225341666354	9.33982330073766e-08	3.556604712920901e-05
SH3BP1	0.3364837194297714	9.33982330073766e-08	3.556604712920901e-05
DDIT4	-0.2950569908947598	9.565100656257465e-08	3.6000369539737394e-05
SQSTM1	-0.2980595894243945	9.795634012256312e-08	3.644426226536923e-05
ATP13A2	-0.3738912976231614	1.0031541588643084e-07	3.6897833879681745e-05
ALDH3B1	-0.31334986326462455	1.0272944158057122e-07	3.694607294533255e-05
DSG3	-0.2743100227216696	1.0272944158057122e-07	3.694607294533255e-05
SLC35C1	-0.32026285172942615	1.0519965098502593e-07	3.7011981555253474e-05
SLC16A4	-0.26325051376644537	1.0519965098502593e-07	3.7011981555253474e-05
IL33	-0.29857869155036876	1.2127327722666022e-07	4.2208316529812235e-05
TRIM7	-0.27649105657981177	1.2714102595349472e-07	4.377979497939061e-05
SERPINE2	-0.4789720541549132	1.3017698181907723e-07	4.435335313178834e-05
CDH24	0.10115995534806066	1.3646068533219318e-07	4.6009994404504465e-05
DUSP4	-0.5060370183684895	1.4303733264891964e-07	4.629832383180231e-05
TM4SF4	-0.9978557946433001	1.4303733264891964e-07	4.629832383180231e-05
PDX1	-0.2972026797100591	1.4303733264891964e-07	4.629832383180231e-05
CLIC3	-0.1769364762797605	1.4303733264891964e-07	4.629832383180231e-05
LOC101927480	-0.13393557811670864	1.4643959542420352e-07	4.693026559099623e-05
ZDHHC3	-0.19532563529851554	1.646592083245394e-07	5.225185544165384e-05
PRSS16	-0.1232166244800228	1.80794969963585e-07	5.573306274077447e-05
FAM83A	-0.2047121804912212	1.80794969963585e-07	5.573306274077447e-05
KCTD1	-0.19233061559198084	1.80794969963585e-07	5.573306274077447e-05
LINC01594	-0.331059092887127	1.9845440737066218e-07	6.0599738280882955e-05
CLDN12	-0.4297084665795974	2.1777562047628928e-07	6.293715431764759e-05
INPP1	-0.29092022532545503	2.1777562047628928e-07	6.293715431764759e-05
SLC6A14	-0.8519032285355685	2.1777562047628928e-07	6.293715431764759e-05
SLC49A4	-0.17889670490787002	2.1777562047628928e-07	6.293715431764759e-05
ADGRF1	-0.33836934841326394	2.1777562047628928e-07	6.293715431764759e-05
KRT80	-0.2679886348847881	2.1777562047628928e-07	6.293715431764759e-05
C17orf67	-0.25442679435380233	2.2810579172268706e-07	6.31053697989738e-05
MYPN	-0.1822895193016857	2.2810579172268706e-07	6.31053697989738e-05
MUC17	-1.4494674745134286	2.2810579172268706e-07	6.31053697989738e-05
TFF1	-1.5993065857915243	2.2810579172268706e-07	6.31053697989738e-05
LRRC3	-0.07886757188597215	2.2288288435906036e-07	6.31053697989738e-05
FAM25C	-0.3116717919904003	2.5020502367114964e-07	6.863251022193026e-05
RHOD	-0.26094377472218655	2.620165302885242e-07	7.067459210315793e-05
LAMC2	-0.5486941783024504	2.620165302885242e-07	7.067459210315793e-05
KLK6	-0.46564207468213015	2.7436575296442323e-07	7.279238272092173e-05
YPEL5	-0.1360960199356014	2.7436575296442323e-07	7.279238272092173e-05
LRRC8A	-0.28993842835811434	2.872762058884702e-07	7.559801814795124e-05
BHLHE41	-0.4709745384870918	2.939495095615454e-07	7.611646180390481e-05
HR	0.24878308704331942	2.939495095615454e-07	7.611646180390481e-05
GOT2	0.2065070003916456	3.0774805751478484e-07	7.843456004439808e-05
FBXW10B	-0.21962948441331764	3.0774805751478484e-07	7.843456004439808e-05
SGMS2	-0.405805313070132	3.2962506589591264e-07	7.962167263372314e-05
RND1	-0.19270986108231924	3.2217100676837284e-07	7.962167263372314e-05
BFAR	-0.1613674698744203	3.2962506589591264e-07	7.962167263372314e-05
CCNO	-0.19507578693721306	3.1487981236144297e-07	7.962167263372314e-05
TNFRSF21	-0.414765575717265	3.2962506589591264e-07	7.962167263372314e-05
PCAT2	-0.2201540830361599	3.2962506589591264e-07	7.962167263372314e-05
HSD11B2	0.513239662382381	3.2217100676837284e-07	7.962167263372314e-05
KCTD21	-0.10935398581551992	3.4503583209015977e-07	8.092840444271227e-05
ERO1A	-0.7941584725886472	3.4503583209015977e-07	8.092840444271227e-05
PLIN3	-0.36346477456516046	3.4503583209015977e-07	8.092840444271227e-05
TMEM92	-0.28353895579403865	3.4503583209015977e-07	8.092840444271227e-05
C6orf89	-0.1516881185810126	3.529997467566168e-07	8.220068923034658e-05
ADAM9	-0.4987539688826965	3.6114094416451476e-07	8.29036175937377e-05
EPHX4	-0.31418618401799625	3.6114094416451476e-07	8.29036175937377e-05
NAPG	-0.1543767737868602	3.866665307440418e-07	8.813818497974046e-05
MLPH	-0.4661808281183166	3.955555504260065e-07	8.829891073233778e-05
ASPHD2	-0.180996982783177	3.955555504260065e-07	8.829891073233778e-05
AADAC	-0.19086979294034245	3.955555504260065e-07	8.829891073233778e-05
PERP	-0.33980867352947497	4.1392886482469993e-07	9.052736146382356e-05
SMAD3	-0.3729046239076901	4.1392886482469993e-07	9.052736146382356e-05
RHOF	-0.4217717344848717	4.1392886482469993e-07	9.052736146382356e-05
ARHGEF40	0.26718675582526563	4.2342163195405853e-07	9.198195559120111e-05
PAX9	-0.23645471991435885	4.3312426440116196e-07	9.346244126757873e-05
CD55	-0.9479254324002762	4.5317703289017495e-07	9.650285658282357e-05
DCDC2	-0.3243563480829297	4.5317703289017495e-07	9.650285658282357e-05
MIR614	-0.1879425058824704	4.741238989363966e-07	9.965222312190444e-05
TMPRSS3	-0.18376526158726136	4.741238989363966e-07	9.965222312190444e-05
YIPF4	-0.1693077232340059	4.960030921546105e-07	0.0001029142826080797
RIPK4	-0.1490089907129919	4.960030921546105e-07	0.0001029142826080797
LRP11-AS1	-0.31060640050211186	5.188544012307431e-07	0.00010366839048788081
MAP7D2	0.17539289192505025	5.188544012307431e-07	0.00010366839048788081
KLK10	-0.8899158100253869	5.188544012307431e-07	0.00010366839048788081
IQANK1	-0.12278376290059412	5.07304682884697e-07	0.00010366839048788081
CDX2	0.40059149251897574	5.07304682884697e-07	0.00010366839048788081
HPSE	-0.13300204219364686	5.188544012307431e-07	0.00010366839048788081
ANKRD33	-0.35769289161215945	5.306574742614232e-07	0.00010537620323247698
LINC03040	-0.3727879602978589	5.427192341323409e-07	0.00010711424494143663
IL22RA1	-0.43117966518453743	5.676406804993257e-07	0.00011068309365302514
CBX1	0.13735539060050228	5.676406804993257e-07	0.00011068309365302514
AFAP1L2	-0.21147954829139382	5.936635762879725e-07	0.00011506408764843768
ADAMTSL5	-0.17407315696681824	6.208345707432653e-07	0.00011890635139537283
C2CD4A	-0.20028774355635537	6.208345707432653e-07	0.00011890635139537283
GMPR	-0.11259968644237117	6.49202195777043e-07	0.00012288524370123585
ANXA1	-0.7261537011007226	6.49202195777043e-07	0.00012288524370123585
NEURL1B	0.4640042064373988	6.941083074600173e-07	0.00013062149823177814
SPNS2	-0.6841544941143294	7.097313123112722e-07	0.0001320263397522486
ADGRG6	-0.5285058842887393	7.097313123112722e-07	0.0001320263397522486
RAB3B	-0.4761731347999174	7.419999406653306e-07	0.00013724030902545955
KRT7	-0.3460037581939066	7.586597647062406e-07	0.00013873615403396381
GALK2	-0.13091270014885548	7.586597647062406e-07	0.00013873615403396381
PTPRN2	-0.2098175048307156	7.756796302112584e-07	0.00013948443483710008
LINC00520	-0.2877181512340874	7.756796302112584e-07	0.00013948443483710008
P2RY2	-0.12642560870731367	7.756796302112584e-07	0.00013948443483710008
ATG4A	-0.15481845771740543	8.108294567860085e-07	0.00014499960142126808
B3GALT2	-0.11778745016649028	8.475108503186894e-07	0.00014908821306040945
CLDN10-AS1	-0.23727595492989692	8.475108503186894e-07	0.00014908821306040945
CIDEC	-0.4568207564651159	8.475108503186894e-07	0.00014908821306040945
ARHGEF3	-0.14396003623374964	8.857876834192246e-07	0.00015332179538456398
LINC02889	-0.28542613464973154	8.857876834192246e-07	0.00015332179538456398
PLD2	-0.14005521608569893	8.857876834192246e-07	0.00015332179538456398
IL1A	-0.2690853104452034	9.257263630807321e-07	0.0001544531490731811
MYBPC1	-0.2598213853720217	9.257263630807321e-07	0.0001544531490731811
CEACAM18	-0.3833995110415744	9.055450404204892e-07	0.0001544531490731811
ACER2	-0.24435796431085377	9.257263630807321e-07	0.0001544531490731811
LINC02888	-0.2332490541391498	9.257263630807321e-07	0.0001544531490731811
HS3ST1	-0.12678410408197993	9.257263630807321e-07	0.0001544531490731811
SESTD1	-0.2848423808203	9.257263630807321e-07	0.0001544531490731811
MDFI	-0.2863066350297605	9.673959255961814e-07	0.00015814480464493535
PPFIA3	0.1951860543027759	9.673959255961814e-07	0.00015814480464493535
TNFSF9	-0.17675752027981517	9.673959255961814e-07	0.00015814480464493535
ITGA2	-0.42575843137916003	9.673959255961814e-07	0.00015814480464493535
OTUB2	-0.15245676538554365	1.010868134792704e-06	0.0001588338824610206
NECTIN4	-0.136625809374044	9.889021048199706e-07	0.0001588338824610206
TNS3	0.18245106630959684	9.889021048199706e-07	0.0001588338824610206
GIPR	-0.3892956551641342	1.010868134792704e-06	0.0001588338824610206
TNFRSF11B	-0.19488796502863615	1.010868134792704e-06	0.0001588338824610206
PGM3	-0.2814105855556621	1.010868134792704e-06	0.0001588338824610206
SLPI	-0.39830721771000177	1.010868134792704e-06	0.0001588338824610206
SH3PXD2A-AS1	-0.3149735169950636	1.010868134792704e-06	0.0001588338824610206
QSOX1	-0.6079842023747193	1.0333034288479972e-06	0.0001607979105045768
DUSP14	-0.08698431248716654	1.0333034288479972e-06	0.0001607979105045768
NR0B2	-0.24307124775226996	1.0562175836900204e-06	0.00016357727631042382
PSAPL1	-0.31159517584088936	1.1035217996924025e-06	0.00016769386672508773
AZGP1	-0.33342309809887305	1.1035217996924025e-06	0.00016769386672508773
KLK12	-0.23198625757225178	1.1035217996924025e-06	0.00016769386672508773
DUOXA1	-0.26555700202338406	1.1035217996924025e-06	0.00016769386672508773
FAXDC2	-0.1685964445723782	1.127932001750331e-06	0.00017060235061988182
DNASE1L1	-0.19700825115607934	1.152861353426698e-06	0.0001711734692097035
MACO1	-0.13913544979094183	1.152861353426698e-06	0.0001711734692097035
INSIG2	-0.14084511576993086	1.152861353426698e-06	0.0001711734692097035
ENTPD3	-0.15275884418839902	1.152861353426698e-06	0.0001711734692097035
MKLN1-AS	-0.097379305260762	1.2043199713422356e-06	0.00017559202176759225
TMPRSS7	-0.18462947420755493	1.2043199713422356e-06	0.00017559202176759225
ZG16B	-0.3156573633143944	1.2043199713422356e-06	0.00017559202176759225
PTAFR	-0.2561023545661756	1.2043199713422356e-06	0.00017559202176759225
SIM2	-0.2044548214385732	1.257984652191543e-06	0.00018259393373155097
TNFRSF10B	-0.26663064117016355	1.3139457875143032e-06	0.00018902132111227985
TIPARP	-0.12711747350251668	1.3139457875143032e-06	0.00018902132111227985
LINC02320	-0.21444102993086128	1.3722972862502973e-06	0.00019228795914004164
CDH3	-0.5312271085153936	1.3722972862502973e-06	0.00019228795914004164
IRX2	-0.30719523823399897	1.3722972862502973e-06	0.00019228795914004164
SLC25A25-AS1	0.21571640404681425	1.3722972862502973e-06	0.00019228795914004164
TLX2	-0.18742549497461192	1.3722972862502973e-06	0.00019228795914004164
BAG3	-0.21624208117019172	1.3428167312543309e-06	0.00019228795914004164
CREB3L2	-0.3778055480152551	1.4331367036105989e-06	0.00019739476094667176
PSMD10	-0.08106019446111246	1.4331367036105989e-06	0.00019739476094667176
CATSPERB	-0.13272678403415727	1.4331367036105989e-06	0.00019739476094667176
BCL2L1	-0.23526858531003692	1.4331367036105989e-06	0.00019739476094667176
TOP2A	0.3451383589517072	1.496565374339923e-06	0.00020525774591794333
VNN1	-0.45936742797619046	1.5626885505065942e-06	0.00021342237553922968
OPTN	-0.2969134957754265	1.5967945755034398e-06	0.0002171640622684678
DEPP1	-0.14794114760931398	1.6316155439604885e-06	0.0002209712632925234
FAM3C	-0.3080071225978789	1.667165778360895e-06	0.0002248450913082727
SLCO1B3	-0.3942050761705373	1.7034598736029292e-06	0.0002287866771318656
SERPINB1	-0.2758397807554207	1.7405127018758555e-06	0.00023279716997651938
MARCHF3	-0.18957232132078183	1.7783394176167034e-06	0.0002339889848350303
BLACAT1	-0.25687784208264997	1.7783394176167034e-06	0.0002339889848350303
TPM4	-0.4260622311030824	1.7783394176167034e-06	0.0002339889848350303
ACOT9	-0.11435329184835918	1.7783394176167034e-06	0.0002339889848350303
TLR4	-0.1812132696655564	1.8563765708081053e-06	0.00024228708404805142
SLC45A4	-0.2141134019751445	1.8563765708081053e-06	0.00024228708404805142
DUSP6	-0.3975087436785478	1.9376984072171754e-06	0.000248886595415895
AQP5	-0.654266617461923	1.9376984072171754e-06	0.000248886595415895
KIF22	0.24669764408688488	1.9376984072171754e-06	0.000248886595415895
DACT2	0.1552301692796757	1.9376984072171754e-06	0.000248886595415895
MAP2K3	-0.2874553451802324	1.97963211298315e-06	0.0002532677163361209
LIG1	0.18871598771660514	2.0224368481564374e-06	0.0002567146505926571
SCAP	0.21981905637707344	2.0224368481564374e-06	0.0002567146505926571
HERC4	-0.2188140514207475	2.0661298887734258e-06	0.00026123629781179007
MPP3	-0.1431059942718962	2.11072883584271e-06	0.00026583685197882037
SLC7A11	-0.29167206936286183	2.202716512790892e-06	0.0002731706056935463
TOR4A	-0.25249775006185415	2.202716512790892e-06	0.0002731706056935463
PHLDA2	-0.27697209571117565	2.202716512790892e-06	0.0002731706056935463
INPP5J	0.23140024277538185	2.202716512790892e-06	0.0002731706056935463
DLL1	0.09838939518834033	2.2501421217143894e-06	0.00027798702364752425
IRX2-DT	-0.32798367492291997	2.2985474071431823e-06	0.0002786493725633353
STEAP2	0.16875364927939507	2.2985474071431823e-06	0.0002786493725633353
SULT1C3	-0.37558558723593294	2.2985474071431823e-06	0.0002786493725633353
LINC00659	-0.2848703959745268	2.2985474071431823e-06	0.0002786493725633353
CTNNBIP1	-0.157686836819799	2.2985474071431823e-06	0.0002786493725633353
ATMIN	-0.1366712705744595	2.3479516830072828e-06	0.00028357649281932735
MAP1LC3B	-0.17470005888393825	2.3983746241116483e-06	0.0002875207030860957
SATB2-AS1	0.32294909893847445	2.3983746241116483e-06	0.0002875207030860957
PITPNC1	-0.1377689369890731	2.449836272465854e-06	0.00029153051642343664
SPATA12	-0.21046202298211558	2.449836272465854e-06	0.00029153051642343664
ULBP3	-0.15481411367085107	2.5023570437167636e-06	0.00029668971718323884
PTGDR	0.13666748437846588	2.555957733685302e-06	0.00030193883183914544
LOC105372705	0.08701884609211541	2.6106595250092346e-06	0.0003028739337114656
WWC1	-0.3084272691949961	2.6106595250092346e-06	0.0003028739337114656
C8orf74	-0.2855490067428537	2.6106595250092346e-06	0.0003028739337114656
N4BP1	-0.1622472742856087	2.6106595250092346e-06	0.0003028739337114656
SLC30A7	-0.1970240532857057	2.6106595250092346e-06	0.0003028739337114656
CEACAM6	-0.5665536627941647	2.6664839938931103e-06	0.00030714859044246335
SEC31A	-0.20553249747712288	2.6664839938931103e-06	0.00030714859044246335
TMED10	-0.24767659656576324	2.7234531169673692e-06	0.00030930782628070107
SBK3	-0.2503717296840384	2.7234531169673692e-06	0.00030930782628070107
TMEM165	-0.2384718474219012	2.7234531169673692e-06	0.00030930782628070107
RNF183	-0.17182587167370567	2.7234531169673692e-06	0.00030930782628070107
PPP4R1	-0.2926576464828652	2.781589278257739e-06	0.00031480588027498775
SFXN3	-0.2439686764778446	2.8409152762670374e-06	0.00031599568956086415
LNX1	-0.10054319170540582	2.8409152762670374e-06	0.00031599568956086415
ATF6	-0.13712579557346904	2.8409152762670374e-06	0.00031599568956086415
MAZ	0.2591812719222233	2.8409152762670374e-06	0.00031599568956086415
TMEM92-AS1	-0.21936883972392668	2.8409152762670374e-06	0.00031599568956086415
RFC5	0.05840957054241658	2.9014543311704515e-06	0.00032162422531275745
NOTCH1	0.264859832950912	2.963230092126526e-06	0.000324033214939025
C6orf141	-0.18117352579590307	2.963230092126526e-06	0.000324033214939025
PHF10	0.10443476028308596	2.963230092126526e-06	0.000324033214939025
PRKAG2	-0.15640564053511397	2.963230092126526e-06	0.000324033214939025
RIMS3	-0.22491144444523314	3.090588518433462e-06	0.00033345389721551433
FOXD2	0.13900579808924984	3.090588518433462e-06	0.00033345389721551433
CLDN2	-0.34876231511505384	3.090588518433462e-06	0.00033345389721551433
CREB3L1	-0.3577932159510011	3.090588518433462e-06	0.00033345389721551433
TCN1	-0.43452576394336584	3.223188613366524e-06	0.00034545751336903193
SDCBP	-0.2107584089251051	3.223188613366524e-06	0.00034545751336903193
SH3TC2	-0.21559027596443103	3.2915181830339755e-06	0.00035046006759356483
REPIN1	0.22687878074682022	3.2915181830339755e-06	0.00035046006759356483
FBXO6	-0.09246303305763837	3.361235786729817e-06	0.0003532353244963335
NABP1	-0.27502939452532815	3.361235786729817e-06	0.0003532353244963335
PIWIL1	-0.38216109973889656	3.361235786729817e-06	0.0003532353244963335
RAB5A	-0.15576815674182232	3.361235786729817e-06	0.0003532353244963335
NECAB3	0.10379087869217973	3.4323682912506644e-06	0.0003583835382296822
ATL3	-0.12417661468302077	3.4323682912506644e-06	0.0003583835382296822
CASTOR3P	-0.09847427040015533	3.504943055223157e-06	0.0003636153743957152
C10orf126	-0.21793359569095472	3.504943055223157e-06	0.0003636153743957152
ALDOB	-0.9194587589574348	3.6545313058774976e-06	0.0003719807210963611
SLC7A4	-0.11827371872680104	3.6545313058774976e-06	0.0003719807210963611
PLLP	-0.2615270537553849	3.6545313058774976e-06	0.0003719807210963611
DDX3ILA1	-0.12483276121234566	3.6545313058774976e-06	0.0003719807210963611
MOGAT2	0.2965925023853644	3.6545313058774976e-06	0.0003719807210963611
ZNF789	0.09077088673516953	3.6545313058774976e-06	0.0003719807210963611
ZMYND15	-0.11074251044710592	3.7316020454766556e-06	0.0003774515468999637
SEMG2	-0.29419218334707775	3.7316020454766556e-06	0.0003774515468999637
LINC01124	-0.15664393024560574	3.8102295678898163e-06	0.0003818251103822216
MSI1	0.13388544879366093	3.8102295678898163e-06	0.0003818251103822216
ITGB5	-0.16204409380063645	3.8102295678898163e-06	0.0003818251103822216
ACYP1	0.06922839148707416	3.890443819994794e-06	0.00038866014063454165
PPL	-0.19187514966718666	3.972275293098023e-06	0.0003896200202636267
S100A6	-0.20214197034927572	3.972275293098023e-06	0.0003896200202636267
DPP4	-0.4662167856173851	3.972275293098023e-06	0.0003896200202636267
TSPAN1	-0.2195745396923119	3.972275293098023e-06	0.0003896200202636267
SLC40A1	-0.5996919162135357	3.972275293098023e-06	0.0003896200202636267
ACSF3	0.18962338705468174	3.972275293098023e-06	0.0003896200202636267
FOSL1	-0.23264296509228	4.140914645342094e-06	0.0004000988813147251
HNRNPL	0.19196066946736368	4.140914645342094e-06	0.0004000988813147251
TLCD3A	-0.1226156083720702	4.140914645342094e-06	0.0004000988813147251
MYBL2	0.22187909907731607	4.140914645342094e-06	0.0004000988813147251
LINC02489	-0.14066561856262477	4.140914645342094e-06	0.0004000988813147251
SH3GLB1	-0.18959885047350378	4.227786313257981e-06	0.00040727674817718555
RECQL4	0.18780067552568425	4.316402798963678e-06	0.0004073274804573071
IRX5	-0.27361584615901524	4.316402798963678e-06	0.0004073274804573071
MEIS2	-0.09709843908193239	4.316402798963678e-06	0.0004073274804573071
GAD1	-0.2632586977837699	4.316402798963678e-06	0.0004073274804573071
MIR5689HG	-0.2236715661545564	4.316402798963678e-06	0.0004073274804573071
APOL1	-0.5091112813121292	4.316402798963678e-06	0.0004073274804573071
UBE2T	0.07469941099054123	4.316402798963678e-06	0.0004073274804573071
CEMIP2	-0.2952348680671282	4.499004246702615e-06	0.00041966504166360296
TBC1D1	-0.12461200612735679	4.499004246702615e-06	0.00041966504166360296
KRT7-AS	-0.25243506110396396	4.499004246702615e-06	0.00041966504166360296
RORC	-0.15052651118658034	4.499004246702615e-06	0.00041966504166360296
SRSF1	0.14542763775712686	4.688993117254829e-06	0.00043117423073665996
KDSR	-0.1767185147123269	4.688993117254829e-06	0.00043117423073665996
C3orf52	-0.18689388332555867	4.688993117254829e-06	0.00043117423073665996
NMNAT2	-0.24002789699470972	4.688993117254829e-06	0.00043117423073665996
PFKM	0.14372048214319832	4.688993117254829e-06	0.00043117423073665996
ITGB6	-0.3157804519162519	4.7868462165202955e-06	0.0004389253210660876
PM20D2	0.20456991996955276	4.8866535027625425e-06	0.0004430565842504705
TANK	-0.19373735388172797	4.8866535027625425e-06	0.0004430565842504705
HOXA2	0.07075187007860528	4.8866535027625425e-06	0.0004430565842504705
MED24	0.12727046397833508	4.8866535027625425e-06	0.0004430565842504705
DOC2A	0.10126729413316404	4.9884520996909135e-06	0.0004510229540860209
PNPLA3	-0.25148887186424385	5.092279796514247e-06	0.00045282118805926684
SPRED1	-0.36406772120210107	5.092279796514247e-06	0.00045282118805926684
SEC24D	-0.36153722858122483	5.092279796514247e-06	0.00045282118805926684
KCP	-0.23539388496422164	5.092279796514247e-06	0.00045282118805926684
CLCF1	-0.0961655786037503	5.092279796514247e-06	0.00045282118805926684
SGMS1	-0.14540454212022014	5.092279796514247e-06	0.00045282118805926684
TINAGL1	-0.29788862656927595	5.198175059072261e-06	0.0004597118314536911
FYCO1	-0.1006517145498691	5.198175059072261e-06	0.0004597118314536911
LINC02418	-0.24553489330235756	5.306177041138078e-06	0.0004604566714947918
TPK1	-0.15312471853775866	5.306177041138078e-06	0.0004604566714947918
